20220331 09-52-31,jackson-bom,jackson-bom-2.13.1-1.oe1.noarch.rpm jackson-bom-help-2.13.1-1.oe1.noarch.rpm jackson-bom-2.13.1-1.oe1.src.rpm
20220330 22-33-56,sysfsutils,sysfsutils-debugsource-2.1.0-33.oe1.aarch64.rpm sysfsutils-2.1.0-33.oe1.src.rpm sysfsutils-2.1.0-33.oe1.x86_64.rpm sysfsutils-debuginfo-2.1.0-33.oe1.aarch64.rpm sysfsutils-devel-2.1.0-33.oe1.x86_64.rpm sysfsutils-2.1.0-33.oe1.aarch64.rpm sysfsutils-devel-2.1.0-33.oe1.aarch64.rpm sysfsutils-debugsource-2.1.0-33.oe1.x86_64.rpm sysfsutils-debuginfo-2.1.0-33.oe1.x86_64.rpm sysfsutils-help-2.1.0-33.oe1.noarch.rpm
20220330 20-40-14,bind,bind-libs-9.11.21-10.oe1.aarch64.rpm python3-bind-9.11.21-10.oe1.noarch.rpm bind-libs-lite-9.11.21-10.oe1.aarch64.rpm bind-pkcs11-devel-9.11.21-10.oe1.aarch64.rpm bind-export-devel-9.11.21-10.oe1.aarch64.rpm bind-debugsource-9.11.21-10.oe1.aarch64.rpm bind-utils-9.11.21-10.oe1.x86_64.rpm bind-debuginfo-9.11.21-10.oe1.x86_64.rpm bind-9.11.21-10.oe1.src.rpm bind-devel-9.11.21-10.oe1.x86_64.rpm bind-libs-lite-9.11.21-10.oe1.x86_64.rpm bind-utils-9.11.21-10.oe1.aarch64.rpm bind-export-libs-9.11.21-10.oe1.aarch64.rpm bind-pkcs11-9.11.21-10.oe1.aarch64.rpm bind-pkcs11-9.11.21-10.oe1.x86_64.rpm bind-9.11.21-10.oe1.x86_64.rpm bind-debugsource-9.11.21-10.oe1.x86_64.rpm bind-9.11.21-10.oe1.aarch64.rpm bind-export-devel-9.11.21-10.oe1.x86_64.rpm bind-debuginfo-9.11.21-10.oe1.aarch64.rpm bind-pkcs11-devel-9.11.21-10.oe1.x86_64.rpm bind-devel-9.11.21-10.oe1.aarch64.rpm bind-libs-9.11.21-10.oe1.x86_64.rpm bind-chroot-9.11.21-10.oe1.x86_64.rpm bind-export-libs-9.11.21-10.oe1.x86_64.rpm bind-chroot-9.11.21-10.oe1.aarch64.rpm
20220330 17-01-34,logrotate,logrotate-3.16.0-2.oe1.src.rpm logrotate-debugsource-3.16.0-2.oe1.x86_64.rpm logrotate-debugsource-3.16.0-2.oe1.aarch64.rpm logrotate-debuginfo-3.16.0-2.oe1.aarch64.rpm logrotate-debuginfo-3.16.0-2.oe1.x86_64.rpm logrotate-3.16.0-2.oe1.x86_64.rpm logrotate-3.16.0-2.oe1.aarch64.rpm logrotate-help-3.16.0-2.oe1.noarch.rpm
20220930 16-13-15,tensorFlow,python-paramiko-2.7.2-2.oe1.src.rpm python-paramiko-help-2.7.2-2.oe1.noarch.rpm python3-paramiko-2.7.2-2.oe1.noarch.rpm
20220330 11-40-29,openvpn,openvpn-debuginfo-2.4.8-8.oe1.x86_64.rpm openvpn-2.4.8-8.oe1.src.rpm openvpn-debugsource-2.4.8-8.oe1.x86_64.rpm openvpn-debugsource-2.4.8-8.oe1.aarch64.rpm openvpn-debuginfo-2.4.8-8.oe1.aarch64.rpm openvpn-devel-2.4.8-8.oe1.x86_64.rpm openvpn-2.4.8-8.oe1.x86_64.rpm openvpn-help-2.4.8-8.oe1.noarch.rpm openvpn-devel-2.4.8-8.oe1.aarch64.rpm openvpn-2.4.8-8.oe1.aarch64.rpm
20220330 09-08-03,libidn,libidn-debuginfo-1.36-2.oe1.x86_64.rpm libidn-1.36-2.oe1.aarch64.rpm libidn-1.36-2.oe1.src.rpm libidn-devel-1.36-2.oe1.x86_64.rpm libidn-devel-1.36-2.oe1.aarch64.rpm libidn-debugsource-1.36-2.oe1.aarch64.rpm libidn-debuginfo-1.36-2.oe1.aarch64.rpm libidn-1.36-2.oe1.x86_64.rpm libidn-help-1.36-2.oe1.noarch.rpm libidn-debugsource-1.36-2.oe1.x86_64.rpm
20220329 19-11-38,dnf,dnf-4.2.23-8.oe1.src.rpm dnf-4.2.23-8.oe1.noarch.rpm dnf-help-4.2.23-8.oe1.noarch.rpm python3-dnf-4.2.23-8.oe1.noarch.rpm yum-4.2.23-8.oe1.noarch.rpm
20220328 16-07-17,rs,rpmrebuild-help-2.15-2.oe1.noarch.rpm rpmrebuild-2.15-2.oe1.noarch.rpm rpmrebuild-2.15-2.oe1.src.rpm
20220328 15-27-54,cc,golang-1.15.7-11.oe1.src.rpm golang-1.15.7-11.oe1.aarch64.rpm golang-help-1.15.7-11.oe1.noarch.rpm golang-1.15.7-11.oe1.x86_64.rpm golang-devel-1.15.7-11.oe1.noarch.rpm
20220328 10-56-31,libuv,libuv-1.42.0-1.oe1.x86_64.rpm libuv-help-1.42.0-1.oe1.noarch.rpm libuv-1.42.0-1.oe1.src.rpm libuv-debugsource-1.42.0-1.oe1.x86_64.rpm libuv-1.42.0-1.oe1.aarch64.rpm libuv-devel-1.42.0-1.oe1.aarch64.rpm libuv-debuginfo-1.42.0-1.oe1.aarch64.rpm libuv-debuginfo-1.42.0-1.oe1.x86_64.rpm libuv-debugsource-1.42.0-1.oe1.aarch64.rpm libuv-devel-1.42.0-1.oe1.x86_64.rpm
20220326 15-58-57,firefox,kmod-kvdo-6.2.2.24-8.oe1.src.rpm kmod-kvdo-6.2.2.24-8.oe1.x86_64.rpm kmod-kvdo-6.2.2.24-8.oe1.aarch64.rpm
20220326 09-51-15,openjdk-11,java-11-openjdk-debuginfo-11.0.14.9-1.oe1.x86_64.rpm java-11-openjdk-javadoc-zip-11.0.14.9-1.oe1.aarch64.rpm java-11-openjdk-slowdebug-11.0.14.9-1.oe1.aarch64.rpm java-11-openjdk-debuginfo-11.0.14.9-1.oe1.aarch64.rpm java-11-openjdk-headless-11.0.14.9-1.oe1.x86_64.rpm java-11-openjdk-headless-slowdebug-11.0.14.9-1.oe1.aarch64.rpm java-11-openjdk-javadoc-zip-11.0.14.9-1.oe1.x86_64.rpm java-11-openjdk-headless-11.0.14.9-1.oe1.aarch64.rpm java-11-openjdk-src-11.0.14.9-1.oe1.x86_64.rpm java-11-openjdk-demo-slowdebug-11.0.14.9-1.oe1.aarch64.rpm java-11-openjdk-11.0.14.9-1.oe1.x86_64.rpm java-11-openjdk-11.0.14.9-1.oe1.src.rpm java-11-openjdk-demo-11.0.14.9-1.oe1.aarch64.rpm java-11-openjdk-javadoc-11.0.14.9-1.oe1.aarch64.rpm java-11-openjdk-jmods-11.0.14.9-1.oe1.x86_64.rpm java-11-openjdk-devel-11.0.14.9-1.oe1.aarch64.rpm java-11-openjdk-headless-slowdebug-11.0.14.9-1.oe1.x86_64.rpm java-11-openjdk-slowdebug-11.0.14.9-1.oe1.x86_64.rpm java-11-openjdk-11.0.14.9-1.oe1.aarch64.rpm java-11-openjdk-src-slowdebug-11.0.14.9-1.oe1.x86_64.rpm java-11-openjdk-devel-slowdebug-11.0.14.9-1.oe1.aarch64.rpm java-11-openjdk-devel-slowdebug-11.0.14.9-1.oe1.x86_64.rpm java-11-openjdk-src-11.0.14.9-1.oe1.aarch64.rpm java-11-openjdk-demo-slowdebug-11.0.14.9-1.oe1.x86_64.rpm java-11-openjdk-debugsource-11.0.14.9-1.oe1.aarch64.rpm java-11-openjdk-jmods-slowdebug-11.0.14.9-1.oe1.aarch64.rpm java-11-openjdk-devel-11.0.14.9-1.oe1.x86_64.rpm java-11-openjdk-src-slowdebug-11.0.14.9-1.oe1.aarch64.rpm java-11-openjdk-jmods-11.0.14.9-1.oe1.aarch64.rpm java-11-openjdk-debugsource-11.0.14.9-1.oe1.x86_64.rpm java-11-openjdk-jmods-slowdebug-11.0.14.9-1.oe1.x86_64.rpm java-11-openjdk-demo-11.0.14.9-1.oe1.x86_64.rpm java-11-openjdk-javadoc-11.0.14.9-1.oe1.x86_64.rpm
20220325 19-11-04,spark,spark-3.2.0-2.oe1.aarch64.rpm spark-3.2.0-2.oe1.x86_64.rpm spark-3.2.0-2.oe1.src.rpm
20220325 18-49-53,emacs,emacs-devel-27.1-8.oe1.x86_64.rpm emacs-debugsource-27.1-8.oe1.aarch64.rpm emacs-lucid-27.1-8.oe1.x86_64.rpm emacs-debuginfo-27.1-8.oe1.x86_64.rpm emacs-help-27.1-8.oe1.noarch.rpm emacs-27.1-8.oe1.src.rpm emacs-common-27.1-8.oe1.aarch64.rpm emacs-filesystem-27.1-8.oe1.noarch.rpm emacs-lucid-27.1-8.oe1.aarch64.rpm emacs-common-27.1-8.oe1.x86_64.rpm emacs-27.1-8.oe1.x86_64.rpm emacs-nox-27.1-8.oe1.aarch64.rpm emacs-debugsource-27.1-8.oe1.x86_64.rpm emacs-devel-27.1-8.oe1.aarch64.rpm emacs-debuginfo-27.1-8.oe1.aarch64.rpm emacs-27.1-8.oe1.aarch64.rpm emacs-nox-27.1-8.oe1.x86_64.rpm emacs-terminal-27.1-8.oe1.noarch.rpm
20220324 21-20-36,vim,vim-common-8.2-24.oe1.aarch64.rpm vim-enhanced-8.2-24.oe1.aarch64.rpm vim-filesystem-8.2-24.oe1.noarch.rpm vim-X11-8.2-24.oe1.x86_64.rpm vim-debuginfo-8.2-24.oe1.x86_64.rpm vim-debuginfo-8.2-24.oe1.aarch64.rpm vim-X11-8.2-24.oe1.aarch64.rpm vim-8.2-24.oe1.src.rpm vim-common-8.2-24.oe1.x86_64.rpm vim-debugsource-8.2-24.oe1.x86_64.rpm vim-enhanced-8.2-24.oe1.x86_64.rpm vim-minimal-8.2-24.oe1.x86_64.rpm vim-debugsource-8.2-24.oe1.aarch64.rpm vim-minimal-8.2-24.oe1.aarch64.rpm
20220324 09-38-00,OpenEXR,OpenEXR-devel-2.2.0-25.oe1.aarch64.rpm OpenEXR-2.2.0-25.oe1.aarch64.rpm OpenEXR-debugsource-2.2.0-25.oe1.x86_64.rpm OpenEXR-2.2.0-25.oe1.src.rpm OpenEXR-libs-2.2.0-25.oe1.x86_64.rpm OpenEXR-debuginfo-2.2.0-25.oe1.x86_64.rpm OpenEXR-devel-2.2.0-25.oe1.x86_64.rpm OpenEXR-debugsource-2.2.0-25.oe1.aarch64.rpm OpenEXR-debuginfo-2.2.0-25.oe1.aarch64.rpm OpenEXR-libs-2.2.0-25.oe1.aarch64.rpm OpenEXR-2.2.0-25.oe1.x86_64.rpm
20220322 19-02-43,rpmdevtools,rpmdevtools-help-8.10-9.oe1.noarch.rpm rpmdevtools-8.10-9.oe1.noarch.rpm rpmdevtools-8.10-9.oe1.src.rpm
20220321 21-28-03,openssl,openssl-debuginfo-1.1.1f-15.oe1.aarch64.rpm openssl-libs-1.1.1f-15.oe1.aarch64.rpm openssl-libs-1.1.1f-15.oe1.x86_64.rpm openssl-debugsource-1.1.1f-15.oe1.x86_64.rpm openssl-debugsource-1.1.1f-15.oe1.aarch64.rpm openssl-1.1.1f-15.oe1.x86_64.rpm openssl-1.1.1f-15.oe1.src.rpm openssl-devel-1.1.1f-15.oe1.aarch64.rpm openssl-devel-1.1.1f-15.oe1.x86_64.rpm openssl-debuginfo-1.1.1f-15.oe1.x86_64.rpm openssl-help-1.1.1f-15.oe1.noarch.rpm openssl-1.1.1f-15.oe1.aarch64.rpm
20220319 17-48-57,festival,festival-1.96-44.oe1.src.rpm festival-1.96-44.oe1.aarch64.rpm festival-debugsource-1.96-44.oe1.x86_64.rpm festival-help-1.96-44.oe1.noarch.rpm festival-debuginfo-1.96-44.oe1.x86_64.rpm festival-devel-1.96-44.oe1.aarch64.rpm festival-1.96-44.oe1.x86_64.rpm festival-devel-1.96-44.oe1.x86_64.rpm festival-debuginfo-1.96-44.oe1.aarch64.rpm festival-debugsource-1.96-44.oe1.aarch64.rpm
20220319 14-31-09,protobuf,protobuf-debuginfo-3.14.0-2.oe1.x86_64.rpm protobuf-3.14.0-2.oe1.aarch64.rpm protobuf-3.14.0-2.oe1.x86_64.rpm protobuf-devel-3.14.0-2.oe1.x86_64.rpm protobuf-lite-3.14.0-2.oe1.x86_64.rpm protobuf-javalite-3.14.0-2.oe1.noarch.rpm protobuf-javadoc-3.14.0-2.oe1.noarch.rpm protobuf-debugsource-3.14.0-2.oe1.x86_64.rpm protobuf-3.14.0-2.oe1.src.rpm protobuf-devel-3.14.0-2.oe1.aarch64.rpm protobuf-bom-3.14.0-2.oe1.noarch.rpm protobuf-debugsource-3.14.0-2.oe1.aarch64.rpm protobuf-debuginfo-3.14.0-2.oe1.aarch64.rpm protobuf-java-3.14.0-2.oe1.noarch.rpm protobuf-parent-3.14.0-2.oe1.noarch.rpm protobuf-compiler-3.14.0-2.oe1.aarch64.rpm protobuf-lite-devel-3.14.0-2.oe1.x86_64.rpm protobuf-java-util-3.14.0-2.oe1.noarch.rpm protobuf-lite-devel-3.14.0-2.oe1.aarch64.rpm python3-protobuf-3.14.0-2.oe1.noarch.rpm protobuf-lite-3.14.0-2.oe1.aarch64.rpm protobuf-compiler-3.14.0-2.oe1.x86_64.rpm
20220318 17-27-43,swtpm,swtpm-libs-0.3.3-4.oe1.aarch64.rpm swtpm-devel-0.3.3-4.oe1.x86_64.rpm swtpm-debuginfo-0.3.3-4.oe1.aarch64.rpm swtpm-debugsource-0.3.3-4.oe1.x86_64.rpm swtpm-libs-0.3.3-4.oe1.x86_64.rpm swtpm-debugsource-0.3.3-4.oe1.aarch64.rpm swtpm-0.3.3-4.oe1.src.rpm swtpm-devel-0.3.3-4.oe1.aarch64.rpm swtpm-tools-0.3.3-4.oe1.x86_64.rpm swtpm-tools-0.3.3-4.oe1.aarch64.rpm swtpm-debuginfo-0.3.3-4.oe1.x86_64.rpm swtpm-0.3.3-4.oe1.x86_64.rpm swtpm-0.3.3-4.oe1.aarch64.rpm
20220318 16-17-18,bluez,bluez-debuginfo-5.54-9.oe1.x86_64.rpm bluez-5.54-9.oe1.aarch64.rpm bluez-devel-5.54-9.oe1.aarch64.rpm bluez-cups-5.54-9.oe1.aarch64.rpm bluez-debugsource-5.54-9.oe1.aarch64.rpm bluez-libs-5.54-9.oe1.aarch64.rpm bluez-5.54-9.oe1.src.rpm bluez-debugsource-5.54-9.oe1.x86_64.rpm bluez-debuginfo-5.54-9.oe1.aarch64.rpm bluez-cups-5.54-9.oe1.x86_64.rpm bluez-5.54-9.oe1.x86_64.rpm bluez-help-5.54-9.oe1.noarch.rpm bluez-devel-5.54-9.oe1.x86_64.rpm bluez-libs-5.54-9.oe1.x86_64.rpm
20220318 14-35-04,httpd,httpd-debugsource-2.4.43-14.oe1.x86_64.rpm mod_proxy_html-2.4.43-14.oe1.aarch64.rpm httpd-2.4.43-14.oe1.src.rpm mod_ssl-2.4.43-14.oe1.x86_64.rpm httpd-tools-2.4.43-14.oe1.aarch64.rpm mod_proxy_html-2.4.43-14.oe1.x86_64.rpm httpd-debuginfo-2.4.43-14.oe1.aarch64.rpm httpd-debuginfo-2.4.43-14.oe1.x86_64.rpm httpd-debugsource-2.4.43-14.oe1.aarch64.rpm mod_session-2.4.43-14.oe1.x86_64.rpm mod_ssl-2.4.43-14.oe1.aarch64.rpm mod_ldap-2.4.43-14.oe1.aarch64.rpm httpd-2.4.43-14.oe1.x86_64.rpm mod_session-2.4.43-14.oe1.aarch64.rpm httpd-devel-2.4.43-14.oe1.x86_64.rpm mod_md-2.4.43-14.oe1.aarch64.rpm httpd-help-2.4.43-14.oe1.noarch.rpm httpd-devel-2.4.43-14.oe1.aarch64.rpm httpd-2.4.43-14.oe1.aarch64.rpm httpd-filesystem-2.4.43-14.oe1.noarch.rpm mod_md-2.4.43-14.oe1.x86_64.rpm httpd-tools-2.4.43-14.oe1.x86_64.rpm mod_ldap-2.4.43-14.oe1.x86_64.rpm
20220318 14-15-33,obs-server,obs-server-2.10.11-2.oe1.noarch.rpm obs-api-2.10.11-2.oe1.noarch.rpm obs-common-2.10.11-2.oe1.noarch.rpm obs-server-2.10.11-2.oe1.src.rpm
20220318 12-19-09,gstreamer1-plugins-base,gstreamer1-plugins-base-debugsource-1.16.2-2.oe1.x86_64.rpm gstreamer1-plugins-base-1.16.2-2.oe1.src.rpm gstreamer1-plugins-base-1.16.2-2.oe1.x86_64.rpm gstreamer1-plugins-base-devel-1.16.2-2.oe1.aarch64.rpm gstreamer1-plugins-base-help-1.16.2-2.oe1.noarch.rpm gstreamer1-plugins-base-debuginfo-1.16.2-2.oe1.aarch64.rpm gstreamer1-plugins-base-1.16.2-2.oe1.aarch64.rpm gstreamer1-plugins-base-debugsource-1.16.2-2.oe1.aarch64.rpm gstreamer1-plugins-base-devel-1.16.2-2.oe1.x86_64.rpm gstreamer1-plugins-base-debuginfo-1.16.2-2.oe1.x86_64.rpm
20220317 21-46-41,util-linux,util-linux-debugsource-2.35.2-11.oe1.x86_64.rpm libblkid-2.35.2-11.oe1.aarch64.rpm util-linux-devel-2.35.2-11.oe1.x86_64.rpm uuidd-2.35.2-11.oe1.x86_64.rpm libmount-2.35.2-11.oe1.x86_64.rpm libsmartcols-2.35.2-11.oe1.x86_64.rpm util-linux-user-2.35.2-11.oe1.aarch64.rpm libblkid-2.35.2-11.oe1.x86_64.rpm util-linux-debugsource-2.35.2-11.oe1.aarch64.rpm python-libmount-2.35.2-11.oe1.aarch64.rpm libfdisk-2.35.2-11.oe1.x86_64.rpm libuuid-2.35.2-11.oe1.x86_64.rpm libsmartcols-2.35.2-11.oe1.aarch64.rpm libuuid-2.35.2-11.oe1.aarch64.rpm python-libmount-2.35.2-11.oe1.x86_64.rpm libmount-2.35.2-11.oe1.aarch64.rpm util-linux-debuginfo-2.35.2-11.oe1.x86_64.rpm util-linux-help-2.35.2-11.oe1.noarch.rpm libfdisk-2.35.2-11.oe1.aarch64.rpm uuidd-2.35.2-11.oe1.aarch64.rpm util-linux-2.35.2-11.oe1.x86_64.rpm util-linux-2.35.2-11.oe1.src.rpm util-linux-user-2.35.2-11.oe1.x86_64.rpm util-linux-debuginfo-2.35.2-11.oe1.aarch64.rpm util-linux-devel-2.35.2-11.oe1.aarch64.rpm util-linux-2.35.2-11.oe1.aarch64.rpm
20220317 19-12-51,sg3_utils,sg3_utils-debugsource-1.45-7.oe1.x86_64.rpm sg3_utils-1.45-7.oe1.src.rpm sg3_utils-help-1.45-7.oe1.x86_64.rpm sg3_utils-1.45-7.oe1.x86_64.rpm sg3_utils-devel-1.45-7.oe1.x86_64.rpm sg3_utils-help-1.45-7.oe1.aarch64.rpm sg3_utils-devel-1.45-7.oe1.aarch64.rpm sg3_utils-debuginfo-1.45-7.oe1.aarch64.rpm sg3_utils-debugsource-1.45-7.oe1.aarch64.rpm sg3_utils-debuginfo-1.45-7.oe1.x86_64.rpm sg3_utils-1.45-7.oe1.aarch64.rpm
20220317 14-44-51,firefox,firefox-debuginfo-79.0-8.oe1.aarch64.rpm firefox-debugsource-79.0-8.oe1.aarch64.rpm firefox-79.0-8.oe1.src.rpm firefox-79.0-8.oe1.aarch64.rpm firefox-debuginfo-79.0-8.oe1.x86_64.rpm firefox-79.0-8.oe1.x86_64.rpm firefox-debugsource-79.0-8.oe1.x86_64.rpm mozilla-crashreporter-firefox-debuginfo-79.0-8.oe1.x86_64.rpm
